review_id,stars
b8-ELBwhmDKcmcM8icT86g,3
rBpAJhIen_V-zLoXZIcROg,5
_pALaDG6se9OTkGGhyhnNA,3
ru8fpA1Uk0tTFtO5hLM49g,1
fRPgwuFoY6SriToXZyaOQA,2
t3tmIwwCFKJ7ZRUAqZz-ag,4
65dbOiK8QLiG-q7R3r-ITw,3
frBjqsNS16OvNL8b-DBGKw,3
y7sor19EaK2nUlCAxJxFNA,4
9JGeaga55u8cCe7FHDj7gA,2
y8RgeqcrOJTU7Sb6x-pBjQ,1
FHObz6EK7WOeA-Ee2IRLEA,3
HP6NEsv8ePTtmYqgaDZ87g,3
2l-c_3oOS7oztzrHXNh6zA,4
GGTZtwJCDxY6p77SANMr7Q,4
iwC8AkgS_1Qw0ThYD9cSCA,5
MFYAsWyYNZ1ToWuAiynKrg,3
Q1ZUa11mK6_bFDh9zwuXGg,3
quFITCRGEQcvwxPvN25PzQ,1
2DcPhyrjasoJifJbU0VnOw,1
1jHBnM_VCox0GcAvGna2UQ,4
q8WJ5ZQp0vezvUE57Fv2fw,1
vuG-shJuTkXHmszzz1DVsg,2
BDu4ADpOUJpeUerd94y_WQ,5
YeSL7VXTEqmiUnPw1m7ruA,1
MJvmLg_y1faiLllKr4HPsA,2
InFAlSZcY5PinEiOLxKgNw,4
3VPxjYDv4Z0t9IOTbtJCWQ,3
f64CGOR_DVoMCj2H36Z2Uw,2
JOhmb5uEPjAY2xsB8OEWAA,4
38WUo6eiBCzdbDF576t8pA,1
9dnPS5JJD8ia5Mq7eYzPRQ,1
uxknPBrrSMGrI7v8AUyIDQ,1
Gx-z2bP8-UI43Sz2KPOdTg,1
WjP2jbUweuSIAZPR2iU8Aw,5
MAkMscqPSayeCIQoy_x_qA,4
DbENDh9X46v_C1HY27CXIg,4
KKWZjGPSVl7xpREryCWzlQ,2
pfrnP2plJR2Zaix5fRn32Q,5
mDR0A1-pziFUhj27J2u-EA,4
rc_X6viQvhlmQIqqm9yzTw,1
p-R48oMv_wSvRhHzQp2MTQ,1
U3Kk2fjphLbZXSIiavgncw,4
9BJiVrsNRCr2v0dTO2yjxA,3
wMrdGN7tgdSkeSLtn9ASQg,3
piQ7IVZZJgG02em4KQz_Yg,3
aMq_jyx12sjI73V-6soj-w,1
OZ8RbFi2iY06iyPwZ-rHbA,1
xW0SeRA6LA-Gfh_5Xok7Pg,4
Obq4-BRq5Kg8OTth3VJGyA,3
DsX-1Pb0YyF-JMHBM5Z3Aw,3
wu82_RnPJlHgCcPe-9YvmQ,5
m-bFwB9jl_fJ3uCAlewJkg,5
ljkLZNhn95-Jtgqdf-Q61Q,4
8Hi_rl4jNweo2bmtsDgZyg,1
OLNDqTDKO_Ewdn_jPdrNSA,3
gek8j1rg1MRt5v0WxV89hg,2
vcEcdA8ye2w2tHY6CQltFQ,5
bTP0O4vKr_60R71mor4-dg,4
9QWgCToR8UWW6I4SSNRZCw,5
6DUI79vAPbDGgannkks3gA,3
gd6JXiuyOeXJRqH5lSG-Og,3
IQQGXmy7Lx4cZVPeS1-1uw,5
ahlMx1u7t37_4ORSQdsERg,3
