review_id,stars
b8-ELBwhmDKcmcM8icT86g,2
rBpAJhIen_V-zLoXZIcROg,4
_pALaDG6se9OTkGGhyhnNA,3
ru8fpA1Uk0tTFtO5hLM49g,1
fRPgwuFoY6SriToXZyaOQA,1
t3tmIwwCFKJ7ZRUAqZz-ag,4
65dbOiK8QLiG-q7R3r-ITw,3
frBjqsNS16OvNL8b-DBGKw,3
y7sor19EaK2nUlCAxJxFNA,5
9JGeaga55u8cCe7FHDj7gA,1
y8RgeqcrOJTU7Sb6x-pBjQ,2
FHObz6EK7WOeA-Ee2IRLEA,3
HP6NEsv8ePTtmYqgaDZ87g,3
2l-c_3oOS7oztzrHXNh6zA,5
GGTZtwJCDxY6p77SANMr7Q,4
iwC8AkgS_1Qw0ThYD9cSCA,5
MFYAsWyYNZ1ToWuAiynKrg,1
Q1ZUa11mK6_bFDh9zwuXGg,2
quFITCRGEQcvwxPvN25PzQ,1
2DcPhyrjasoJifJbU0VnOw,1
1jHBnM_VCox0GcAvGna2UQ,4
q8WJ5ZQp0vezvUE57Fv2fw,1
vuG-shJuTkXHmszzz1DVsg,1
BDu4ADpOUJpeUerd94y_WQ,5
YeSL7VXTEqmiUnPw1m7ruA,1
MJvmLg_y1faiLllKr4HPsA,2
InFAlSZcY5PinEiOLxKgNw,4
3VPxjYDv4Z0t9IOTbtJCWQ,3
f64CGOR_DVoMCj2H36Z2Uw,2
JOhmb5uEPjAY2xsB8OEWAA,3
38WUo6eiBCzdbDF576t8pA,2
9dnPS5JJD8ia5Mq7eYzPRQ,1
uxknPBrrSMGrI7v8AUyIDQ,1
Gx-z2bP8-UI43Sz2KPOdTg,1
WjP2jbUweuSIAZPR2iU8Aw,5
MAkMscqPSayeCIQoy_x_qA,4
DbENDh9X46v_C1HY27CXIg,4
KKWZjGPSVl7xpREryCWzlQ,2
pfrnP2plJR2Zaix5fRn32Q,4
mDR0A1-pziFUhj27J2u-EA,5
rc_X6viQvhlmQIqqm9yzTw,1
p-R48oMv_wSvRhHzQp2MTQ,1
U3Kk2fjphLbZXSIiavgncw,3
9BJiVrsNRCr2v0dTO2yjxA,3
wMrdGN7tgdSkeSLtn9ASQg,3
piQ7IVZZJgG02em4KQz_Yg,1
aMq_jyx12sjI73V-6soj-w,1
OZ8RbFi2iY06iyPwZ-rHbA,2
xW0SeRA6LA-Gfh_5Xok7Pg,5
Obq4-BRq5Kg8OTth3VJGyA,4
DsX-1Pb0YyF-JMHBM5Z3Aw,4
